region,state,order_date,category,product_name,Total_Sales,Total_Profit,Quantity_Sold,Discount_Avg,Discount_Amount,Profit_Margin,Shipping_Time
East,Pennsylvania,2021-07-06,Office Supplies,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.06,5.82,3,0.2,3.2119999999999997,0.3623910336239104,7.0
East,Pennsylvania,2021-07-07,Furniture,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21,-45.35,3,0.5,43.605,-0.5200091732599473,2.0
East,Pennsylvania,2021-07-07,Office Supplies,Plastic Stacking Crates & Casters,13.39,1.0,3,0.2,2.6780000000000004,0.07468259895444361,2.0
East,Pennsylvania,2021-07-07,Office Supplies,Xerox 216,15.55,5.44,3,0.2,3.1100000000000003,0.3498392282958199,2.0
East,Pennsylvania,2021-07-07,Technology,AmazonBasics 3-Button USB Wired Mouse,16.78,4.82,3,0.2,3.3560000000000003,0.2872467222884386,2.0
East,Pennsylvania,2021-07-07,Technology,Apple iPhone 5S,683.99,-114.0,2,0.4,273.596,-0.16666910334946416,2.0
East,Pennsylvania,2021-07-07,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92,85.79,2,0.2,105.584,0.16250568267919385,2.0
East,Pennsylvania,2021-07-13,Furniture,Nu-Dell Executive Frame,91.01,19.34,9,0.2,18.202,0.21250412042632677,4.0
East,Pennsylvania,2021-07-13,Technology,Cisco SPA508G,39.59,-7.26,1,0.4,15.836000000000002,-0.18337964132356654,4.0
East,Pennsylvania,2021-07-16,Furniture,"Global Deluxe Stacking Chair, Gray",71.37,-1.02,2,0.3,21.411,-0.014291719209751997,2.0
East,Pennsylvania,2021-07-18,Furniture,"Situations Contoured Folding Chairs, 4/Set",198.74,-14.2,4,0.3,59.622,-0.07145013585589212,5.0
East,Pennsylvania,2021-07-18,Office Supplies,Acme Kleencut Forged Steel Scissors,9.18,1.15,2,0.2,1.836,0.12527233115468409,5.0
East,Pennsylvania,2021-07-18,Technology,Canon PC-428 Personal Copier,599.97,70.0,5,0.4,239.98800000000003,0.11667250029168125,5.0
East,Pennsylvania,2021-07-25,Furniture,"Bush Cubix Conference Tables, Fully Assembled",138.59,-34.65,1,0.4,55.43600000000001,-0.25001803881953966,3.0
East,Pennsylvania,2021-07-25,Furniture,Eldon 200 Class Desk Accessories,20.1,3.01,4,0.2,4.0200000000000005,0.1497512437810945,3.0
East,Pennsylvania,2021-07-25,Office Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,37.75,4.25,3,0.2,7.550000000000001,0.11258278145695365,3.0
East,Pennsylvania,2021-07-25,Office Supplies,Avery 491,3.3,1.07,1,0.2,0.66,0.3242424242424243,4.0
East,Pennsylvania,2021-07-25,Office Supplies,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,259.92,-25.99,5,0.2,51.98400000000001,-0.09999230532471529,3.0
East,Pennsylvania,2021-07-25,Office Supplies,Xerox 216,20.74,7.26,4,0.2,4.148,0.3500482160077146,3.0
East,Pennsylvania,2021-07-31,Office Supplies,Xerox 1991,54.82,17.82,3,0.2,10.964,0.32506384531192994,5.0
East,Pennsylvania,2021-07-31,Technology,Polycom SoundPoint Pro SE-225 Corded phone,285.58,-57.12,4,0.4,114.232,-0.20001400658309407,5.0
East,Pennsylvania,2021-08-13,Office Supplies,Avery 486,17.54,5.92,3,0.2,3.508,0.3375142531356899,7.0
East,Pennsylvania,2021-08-15,Office Supplies,Tennsco Single-Tier Lockers,1801.63,-337.81,6,0.2,360.326,-0.1875024283565438,3.0
East,Pennsylvania,2021-08-17,Furniture,HON 5400 Series Task Chairs for Big and Tall,4416.17,-630.88,9,0.3,1324.8509999999999,-0.1428568193706311,5.0
East,Pennsylvania,2021-08-22,Furniture,Bevis Boat-Shaped Conference Table,314.53,-83.88,2,0.4,125.812,-0.26668362318379807,2.0
East,Pennsylvania,2021-08-25,Furniture,Bush Somerset Collection Bookcase,130.98,-89.07,2,0.5,65.49,-0.6800274851122309,4.0
East,Pennsylvania,2021-08-27,Office Supplies,Xerox 1981,12.67,3.96,3,0.2,2.5340000000000003,0.31254932912391475,0.0
East,Pennsylvania,2021-08-27,Technology,Logitech Wireless Headset h800,1119.89,209.98,14,0.2,223.97800000000004,0.1875005580905267,0.0
East,Pennsylvania,2021-08-29,Office Supplies,Newell 323,9.41,0.71,7,0.2,1.8820000000000001,0.07545164718384696,5.0
East,Pennsylvania,2021-09-02,Office Supplies,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.19,4.11,3,0.2,2.438,0.3371616078753077,4.0
East,Pennsylvania,2021-09-04,Technology,Kingston Digital DataTraveler 8GB USB 2.0,19.04,-1.43,4,0.2,3.808,-0.07510504201680672,6.0
East,Pennsylvania,2021-09-07,Office Supplies,Avery 519,29.24,9.87,5,0.2,5.848,0.3375512995896033,4.0
East,Pennsylvania,2021-09-07,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.55,5.44,3,0.2,3.1100000000000003,0.3498392282958199,4.0
East,Pennsylvania,2021-09-07,Office Supplies,Poly String Tie Envelopes,4.9,1.65,3,0.2,0.9800000000000001,0.33673469387755095,4.0
East,Pennsylvania,2021-09-08,Technology,Aastra 6757i CT Wireless VoIP phone,258.53,-47.4,2,0.4,103.41199999999999,-0.1833442927319847,4.0
East,Pennsylvania,2021-09-09,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.02,1.7,2,0.2,3.404,0.099882491186839,4.0
East,Pennsylvania,2021-09-09,Furniture,Global Low Back Tilter Chair,141.37,-48.47,2,0.3,42.411,-0.342859163896159,4.0
East,Pennsylvania,2021-09-09,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.5,-3.6,1,0.7,3.15,-0.8,4.0
East,Pennsylvania,2021-09-09,Office Supplies,"Quartet Omega Colored Chalk, 12/Pack",4.67,1.58,1,0.2,0.934,0.33832976445396146,4.0
East,Pennsylvania,2021-09-09,Office Supplies,Wilson Jones Standard D-Ring Binders,3.04,-2.33,2,0.7,2.1279999999999997,-0.7664473684210527,4.0
East,Pennsylvania,2021-09-09,Technology,Microsoft Sculpt Comfort Mouse,95.88,28.76,3,0.2,19.176,0.2999582811848144,4.0
East,Pennsylvania,2021-09-09,Technology,Plantronics S12 Corded Telephone Headset System,258.7,64.67,3,0.2,51.74,0.24998067259373793,4.0
East,Pennsylvania,2021-09-09,Technology,Samsung Galaxy Note 2,1931.96,-386.39,7,0.4,772.7840000000001,-0.19999896478187953,4.0
East,Pennsylvania,2021-09-14,Furniture,Office Star - Ergonomically Designed Knee Chair,113.37,-29.15,2,0.3,34.011,-0.25712269559848283,1.0
East,Pennsylvania,2021-09-14,Furniture,Tensor Track Tree Floor Lamp,127.94,4.8,8,0.2,25.588,0.03751758636861029,1.0
East,Pennsylvania,2021-09-14,Office Supplies,Aluminum Screw Posts,18.31,-12.21,4,0.7,12.816999999999998,-0.6668487165483343,1.0
East,Pennsylvania,2021-09-14,Office Supplies,GBC Instant Report Kit,3.88,-2.59,2,0.7,2.7159999999999997,-0.6675257731958762,1.0
East,Pennsylvania,2021-09-14,Technology,Lexmark MarkNet N8150 Wireless Print Server,241.17,-168.82,2,0.7,168.819,-0.7000041464527097,1.0
East,Pennsylvania,2021-09-14,Technology,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.58,-18.04,1,0.7,8.806,-1.4340222575516692,1.0
East,Pennsylvania,2021-09-16,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.51,2.25,3,0.2,4.502000000000001,0.09995557529986672,2.0
East,Pennsylvania,2021-09-16,Office Supplies,Binder Posts,3.44,-2.76,2,0.7,2.408,-0.8023255813953488,2.0
East,Pennsylvania,2021-09-16,Office Supplies,GBC DocuBind TL300 Electric Binding System,538.19,-412.62,2,0.7,376.733,-0.7666809119455954,2.0
East,Pennsylvania,2021-09-16,Office Supplies,Xerox 1927,20.54,6.42,6,0.2,4.108,0.31256085686465435,2.0
East,Pennsylvania,2021-09-16,Office Supplies,Xerox 231,20.74,7.26,4,0.2,4.148,0.3500482160077146,5.0
East,Pennsylvania,2021-09-16,Technology,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.98,14.4,2,0.2,9.596,0.3001250521050438,2.0
East,Pennsylvania,2021-09-16,Technology,Logitech Trackman Marble Mouse,71.98,19.79,3,0.2,14.396,0.274937482634065,2.0
East,Pennsylvania,2021-09-19,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",4.84,-3.39,3,0.7,3.388,-0.7004132231404959,0.0
East,Pennsylvania,2021-09-21,Office Supplies,Insertable Tab Indexes For Data Binders,1.91,-1.53,2,0.7,1.337,-0.8010471204188482,4.0
East,Pennsylvania,2021-09-22,Office Supplies,Clear Mylar Reinforcing Strips,5.61,-4.3,1,0.7,3.927,-0.766488413547237,4.0
East,Pennsylvania,2021-09-22,Office Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.74,-1049.34,7,0.2,932.748,-0.22499967836972043,4.0
East,Pennsylvania,2021-09-22,Technology,Logitech Wireless Marathon Mouse M705,79.98,23.0,2,0.2,15.996000000000002,0.2875718929732433,4.0
East,Pennsylvania,2021-09-25,Office Supplies,Avery Metallic Poly Binders,8.6,-6.3,5,0.7,6.02,-0.7325581395348837,3.0
East,Pennsylvania,2021-09-25,Office Supplies,Compact Automatic Electric Letter Opener,190.9,-42.95,2,0.2,38.18,-0.2249869041382923,3.0
East,Pennsylvania,2021-09-28,Office Supplies,GBC Standard Plastic Binding Systems Combs,2.66,-1.86,1,0.7,1.8619999999999999,-0.6992481203007519,7.0
East,Pennsylvania,2021-09-30,Office Supplies,Self-Adhesive Address Labels for Typewriters with Dispenser Box,20.66,6.97,7,0.2,4.132000000000001,0.33736689254598257,2.0
East,Pennsylvania,2021-10-13,Office Supplies,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.18,5.91,4,0.2,3.636,0.3250825082508251,4.0
East,Pennsylvania,2021-10-13,Office Supplies,Avery 489,24.84,8.69,3,0.2,4.968,0.3498389694041868,4.0
East,Pennsylvania,2021-10-13,Office Supplies,Eldon Simplefile Box Office,59.71,5.97,6,0.2,11.942,0.09998325238653491,4.0
East,Pennsylvania,2021-10-13,Office Supplies,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",11.65,4.08,2,0.2,2.33,0.3502145922746781,4.0
East,Pennsylvania,2021-10-19,Office Supplies,Boston 16801 Nautilus Battery Pencil Sharpener,123.26,9.24,7,0.2,24.652,0.07496349180593867,6.0
East,Pennsylvania,2021-10-19,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,7.4,4,0.2,4.736,0.3125,6.0
East,Pennsylvania,2021-10-19,Technology,Digium D40 VoIP phone,309.58,-56.76,4,0.4,123.832,-0.18334517733703729,6.0
East,Pennsylvania,2021-10-20,Office Supplies,Xerox 1887,45.53,15.93,3,0.2,9.106,0.34987920052712496,6.0
East,Pennsylvania,2021-10-21,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,71.38,-4.46,3,0.2,14.276,-0.062482488091902495,7.0
East,Pennsylvania,2021-10-21,Technology,Mitel MiVoice 5330e IP Phone,329.99,-77.0,2,0.4,131.996,-0.23334040425467437,7.0
East,Pennsylvania,2021-10-22,Office Supplies,#6 3/4 Gummed Flap White Envelopes,31.68,11.09,4,0.2,6.336,0.3500631313131313,6.0
East,Pennsylvania,2021-10-22,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",32.7,-6.54,5,0.4,13.080000000000002,-0.19999999999999998,6.0
East,Pennsylvania,2021-10-26,Office Supplies,Avery 517,14.76,4.98,5,0.2,2.952,0.3373983739837399,5.0
East,Pennsylvania,2021-10-26,Office Supplies,"GBC Velobind Prepunched Cover Sets, Regency Series",33.28,-27.74,3,0.7,23.296,-0.8335336538461537,5.0
East,Pennsylvania,2021-10-26,Office Supplies,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81.44,-65.15,7,0.7,57.007999999999996,-0.7999754420432221,4.0
East,Pennsylvania,2021-10-26,Technology,Cisco Small Business SPA 502G VoIP phone,61.54,-13.33,1,0.4,24.616,-0.21660708482287944,4.0
East,Pennsylvania,2021-10-26,Technology,Motorla HX550 Universal Bluetooth Headset,118.65,19.78,5,0.4,47.46000000000001,0.16670880741677202,5.0
East,Pennsylvania,2021-10-30,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",7.17,0.99,2,0.2,1.4340000000000002,0.13807531380753138,4.0
East,Pennsylvania,2021-10-30,Office Supplies,Eldon Shelf Savers Cubes and Bins,11.17,-2.51,2,0.2,2.234,-0.22470904207699194,4.0
East,Pennsylvania,2021-10-30,Office Supplies,Xerox 231,20.74,7.26,4,0.2,4.148,0.3500482160077146,4.0
East,Pennsylvania,2021-10-30,Technology,First Data FD10 PIN Pad,442.4,-55.3,7,0.2,88.48,-0.125,4.0
East,Pennsylvania,2021-11-02,Furniture,Eldon Image Series Black Desk Accessories,3.31,0.66,1,0.2,0.662,0.19939577039274925,4.0
East,Pennsylvania,2021-11-02,Office Supplies,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.14,1.26,3,0.2,4.0280000000000005,0.06256206554121152,4.0
East,Pennsylvania,2021-11-02,Office Supplies,Colored Envelopes,8.86,2.88,3,0.2,1.772,0.32505643340857787,4.0
East,Pennsylvania,2021-11-02,Technology,Wilson Electronics DB Pro Signal Booster,859.2,-186.16,4,0.4,343.68000000000006,-0.21666666666666665,4.0
East,Pennsylvania,2021-11-03,Office Supplies,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.67,-7.78,3,0.7,8.168999999999999,-0.6666666666666667,5.0
East,Pennsylvania,2021-11-03,Technology,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.78,0.51,3,0.2,8.156,0.012506130456105935,5.0
East,Pennsylvania,2021-11-06,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",127.37,-30.93,2,0.3,38.211,-0.24283583261364527,5.0
East,Pennsylvania,2021-11-06,Office Supplies,Xerox 191,47.95,16.18,3,0.2,9.590000000000002,0.33743482794577684,5.0
East,Pennsylvania,2021-11-07,Furniture,Bevis Rectangular Conference Tables,350.35,-140.14,4,0.4,140.14000000000001,-0.3999999999999999,6.0
East,Pennsylvania,2021-11-07,Technology,Jabra Supreme Plus Driver Edition Headset,359.97,-71.99,5,0.4,143.98800000000003,-0.19998888796288578,6.0
East,Pennsylvania,2021-11-12,Office Supplies,"SAFCO Commercial Wire Shelving, Black",221.02,-55.26,2,0.2,44.20400000000001,-0.25002262238711426,2.0
East,Pennsylvania,2021-11-21,Office Supplies,Recycled Eldon Regeneration Jumbo File,39.3,3.93,4,0.2,7.859999999999999,0.1,3.0
East,Pennsylvania,2021-11-21,Office Supplies,Xerox 1972,8.45,2.64,2,0.2,1.69,0.3124260355029586,3.0
East,Pennsylvania,2021-11-23,Furniture,OIC Stacking Trays,24.05,7.21,9,0.2,4.8100000000000005,0.2997920997920998,1.0
East,Pennsylvania,2021-11-23,Office Supplies,GBC Standard Therm-A-Bind Covers,7.48,-5.98,1,0.7,5.236,-0.7994652406417112,3.0
East,Pennsylvania,2021-11-24,Office Supplies,Xerox 1919,229.54,83.21,7,0.2,45.908,0.36250762394353925,5.0
East,Pennsylvania,2021-11-24,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,89.99,-15.0,2,0.4,35.996,-0.166685187243027,5.0
East,Pennsylvania,2021-11-28,Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.49,-12.91,7,0.2,103.298,-0.0249956436717071,4.0
East,Pennsylvania,2021-11-28,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.23,75.54,6,0.2,201.44600000000003,0.07499776615073023,4.0
East,Pennsylvania,2021-11-28,Furniture,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,-619.6,12,0.4,826.1280000000002,-0.30000193674587955,4.0
East,Pennsylvania,2021-11-28,Office Supplies,Xerox 210,15.55,5.44,3,0.2,3.1100000000000003,0.3498392282958199,4.0
East,Pennsylvania,2021-11-28,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.34,7.92,6,0.2,5.0680000000000005,0.31254932912391475,4.0
East,Pennsylvania,2021-11-30,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.32,-15.42,6,0.3,323.796,-0.014286773153466999,3.0
East,Pennsylvania,2021-12-01,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,398.97,-28.5,2,0.3,119.691,-0.07143394240168434,4.0
East,Pennsylvania,2021-12-01,Furniture,"Ultra Door Kickplate, 8""H x 34""W",79.12,13.85,5,0.2,15.824000000000002,0.17505055611729017,3.0
East,Pennsylvania,2021-12-01,Office Supplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8.0,-5.6,7,0.7,5.6,-0.7,4.0
East,Pennsylvania,2021-12-01,Office Supplies,Avery 483,15.94,5.18,4,0.2,3.188,0.32496863237139273,4.0
East,Pennsylvania,2021-12-01,Office Supplies,Personal File Boxes with Fold-Down Carry Handle,37.39,2.34,3,0.2,7.478000000000001,0.06258357849692431,3.0
East,Pennsylvania,2021-12-01,Office Supplies,Quality Park Security Envelopes,104.68,35.33,5,0.2,20.936000000000003,0.3375047764615972,4.0
East,Pennsylvania,2021-12-01,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.96,9.44,7,0.4,25.184,0.1499364675984752,4.0
East,Pennsylvania,2021-12-02,Office Supplies,GBC DocuBind 300 Electric Binding Machine,631.18,-462.86,4,0.7,441.82599999999996,-0.7333248835514434,7.0
East,Pennsylvania,2021-12-04,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,11.35,2.7,3,0.2,2.27,0.2378854625550661,1.0
East,Pennsylvania,2021-12-04,Furniture,Global Chrome Stack Chair,239.96,-10.28,10,0.3,71.988,-0.04284047341223537,5.0
East,Pennsylvania,2021-12-04,Furniture,Hand-Finished Solid Wood Document Frame,54.77,6.85,2,0.2,10.954,0.1250684681394924,5.0
East,Pennsylvania,2021-12-04,Furniture,"Safco Chair Connectors, 6/Carton",188.55,-2.69,7,0.3,56.565000000000005,-0.014266772739326437,0.0
East,Pennsylvania,2021-12-04,Office Supplies,DIXON Ticonderoga Erasable Checking Pencils,13.39,3.18,3,0.2,2.6780000000000004,0.2374906646751307,5.0
East,Pennsylvania,2021-12-04,Office Supplies,Storex Dura Pro Binders,5.35,-4.46,3,0.7,3.7449999999999997,-0.8336448598130841,4.0
East,Pennsylvania,2021-12-04,Office Supplies,Xerox 1956,23.92,8.67,5,0.2,4.784000000000001,0.36245819397993306,5.0
East,Pennsylvania,2021-12-04,Technology,Logitech G13 Programmable Gameboard with LCD Display,255.97,-28.8,4,0.2,51.194,-0.11251318513888346,5.0
East,Pennsylvania,2021-12-08,Furniture,Global Deluxe Steno Chair,215.54,-58.5,4,0.3,64.66199999999999,-0.27141133896260555,7.0
East,Pennsylvania,2021-12-08,Office Supplies,BIC Brite Liner Highlighters,13.25,3.64,4,0.2,2.6500000000000004,0.2747169811320755,3.0
East,Pennsylvania,2021-12-08,Technology,iHome FM Clock Radio with Lightning Dock,83.99,-21.0,2,0.4,33.596,-0.25002976544826766,3.0
East,Pennsylvania,2021-12-09,Office Supplies,Crayola Colored Pencils,2.62,0.43,1,0.2,0.524,0.16412213740458015,6.0
East,Pennsylvania,2021-12-09,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.09,-8.13,7,0.7,7.762999999999999,-0.7330928764652841,6.0
East,Pennsylvania,2021-12-10,Furniture,"Contract Clock, 14"", Brown",87.92,15.39,5,0.2,17.584,0.17504549590536853,3.0
East,Pennsylvania,2021-12-10,Furniture,Electrix Halogen Magnifier Lamp,310.88,23.32,2,0.2,62.176,0.07501286670097787,2.0
East,Pennsylvania,2021-12-10,Office Supplies,Heavy-Duty E-Z-D Binders,3.27,-2.51,1,0.7,2.2889999999999997,-0.7675840978593271,3.0
East,Pennsylvania,2021-12-10,Office Supplies,Xerox 210,10.37,3.63,2,0.2,2.074,0.3500482160077146,2.0
East,Pennsylvania,2021-12-10,Technology,Memorex Froggy Flash Drive 8 GB,14.2,3.37,1,0.2,2.84,0.23732394366197185,4.0
East,Pennsylvania,2021-12-11,Furniture,"Leather Task Chair, Black",63.69,-9.1,1,0.3,19.107,-0.1428795729313864,6.0
East,Pennsylvania,2021-12-18,Office Supplies,Avery Fluorescent Highlighter Four-Color Set,18.7,2.34,7,0.2,3.74,0.12513368983957218,4.0
East,Rhode Island,2018-10-31,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.69,-60.61,1,0.3,115.707,-0.15714693147346315,2.0
East,Rhode Island,2018-10-31,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",14.76,4.28,2,0.0,0.0,0.2899728997289973,2.0
East,Rhode Island,2018-10-31,Furniture,Eldon Wave Desk Accessories,17.67,7.77,3,0.0,0.0,0.43972835314091674,2.0
East,Rhode Island,2018-10-31,Furniture,Hon Pagoda Stacking Chairs,1604.9,481.47,5,0.0,0.0,0.3,2.0
East,Rhode Island,2018-10-31,Office Supplies,GBC Recycled VeloBinder Covers,34.08,15.68,2,0.0,0.0,0.46009389671361506,2.0
East,Rhode Island,2018-10-31,Office Supplies,Lumber Crayons,49.25,18.72,5,0.0,0.0,0.3801015228426396,2.0
East,Rhode Island,2018-10-31,Office Supplies,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10.16,4.78,2,0.0,0.0,0.4704724409448819,2.0
East,Rhode Island,2018-11-25,Furniture,DAX Black Cherry Wood-Tone Poster Frame,52.96,20.12,2,0.0,0.0,0.3799093655589124,2.0
East,Rhode Island,2018-12-31,Furniture,"Global Fabric Manager's Chair, Dark Gray",605.88,151.47,6,0.0,0.0,0.25,7.0
East,Rhode Island,2018-12-31,Furniture,Sauder Inglewood Library Bookcases,341.96,78.65,2,0.0,0.0,0.22999766054509302,7.0
East,Rhode Island,2018-12-31,Office Supplies,Xerox 1917,195.64,91.95,4,0.0,0.0,0.4699959108566756,7.0
East,Rhode Island,2018-12-31,Office Supplies,Xerox 1970,14.94,7.02,3,0.0,0.0,0.46987951807228917,7.0
East,Rhode Island,2018-12-31,Technology,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,742.63,4,0.0,0.0,0.43999881502547694,7.0
East,Rhode Island,2019-02-27,Furniture,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,-28.22,7,0.3,148.176,-0.057134758665370905,3.0
East,Rhode Island,2019-02-27,Technology,i.Sound Portable Power - 8000 mAh,105.98,1.06,2,0.0,0.0,0.010001887148518589,3.0
East,Rhode Island,2019-05-23,Office Supplies,Advantus Rolling Storage Box,51.45,13.89,3,0.0,0.0,0.26997084548104955,4.0
East,Rhode Island,2019-08-02,Furniture,Office Star Flex Back Scooter Chair with White Frame,110.98,15.54,1,0.0,0.0,0.1400252297711299,3.0
East,Rhode Island,2019-08-02,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,4.12,2,0.0,0.0,0.49047619047619045,3.0
East,Rhode Island,2019-08-02,Technology,Logitech G700s Rechargeable Gaming Mouse,199.98,83.99,2,0.0,0.0,0.41999199919992,3.0
East,Rhode Island,2019-08-02,Technology,Plantronics MX500i Earset,128.85,3.87,3,0.0,0.0,0.030034924330617,3.0
East,Rhode Island,2020-05-21,Office Supplies,Easy-staple paper,111.96,54.86,2,0.0,0.0,0.48999642729546267,2.0
East,Rhode Island,2020-06-26,Office Supplies,Woodgrain Magazine Files by Perma,14.9,1.04,5,0.0,0.0,0.06979865771812081,7.0
East,Rhode Island,2020-07-08,Office Supplies,Xerox 213,12.96,6.22,2,0.0,0.0,0.47993827160493824,4.0
East,Rhode Island,2020-09-19,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,244.25,4,0.0,0.0,0.2800004585473221,2.0
East,Rhode Island,2020-09-19,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,7.67,3,0.0,0.0,0.4501173708920188,2.0
East,Rhode Island,2020-09-19,Office Supplies,Home/Office Personal File Carts,69.52,17.38,2,0.0,0.0,0.25,3.0
East,Rhode Island,2020-09-19,Office Supplies,"Hot File 7-Pocket, Floor Stand",1606.23,481.87,9,0.0,0.0,0.3000006225758453,2.0
East,Rhode Island,2020-09-19,Office Supplies,JM Magazine Binder,49.53,23.77,3,0.0,0.0,0.479911164950535,2.0
East,Rhode Island,2020-10-04,Office Supplies,Ibico Plastic Spiral Binding Combs,30.4,13.98,1,0.0,0.0,0.4598684210526316,4.0
East,Rhode Island,2020-10-04,Office Supplies,Letter Size File,119.1,34.54,3,0.0,0.0,0.2900083963056255,4.0
East,Rhode Island,2020-10-04,Technology,Hewlett Packard LaserJet 3310 Copier,5399.91,2591.96,9,0.0,0.0,0.4800005926024693,4.0
East,Rhode Island,2020-12-02,Furniture,Eldon 500 Class Desk Accessories,72.42,23.9,6,0.0,0.0,0.33001933167633246,6.0
East,Rhode Island,2020-12-02,Office Supplies,Deluxe Rollaway Locking File with Drawer,2079.4,582.23,5,0.0,0.0,0.27999903818409155,6.0
East,Rhode Island,2020-12-02,Technology,VTech DS6151,629.95,176.39,5,0.0,0.0,0.2800063497102944,6.0
East,Rhode Island,2020-12-23,Technology,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,899.98,4,0.0,0.0,0.4499989999799996,5.0
East,Rhode Island,2021-04-12,Office Supplies,Storex Dura Pro Binders,29.7,13.36,5,0.0,0.0,0.4498316498316498,3.0
East,Rhode Island,2021-04-12,Office Supplies,Xerox 1948,39.96,17.98,4,0.0,0.0,0.44994994994994997,3.0
East,Rhode Island,2021-04-24,Technology,V7 USB Numeric Keypad,69.98,4.9,2,0.0,0.0,0.07002000571591883,3.0
East,Rhode Island,2021-06-24,Office Supplies,GBC Prestige Therm-A-Bind Covers,102.93,48.38,3,0.0,0.0,0.47002817448751577,4.0
East,Rhode Island,2021-07-07,Technology,Hypercom P1300 Pinpad,252.0,93.24,4,0.0,0.0,0.37,2.0
East,Rhode Island,2021-09-07,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,16.9,7.77,5,0.0,0.0,0.4597633136094675,2.0
East,Rhode Island,2021-09-07,Office Supplies,Xerox 191,39.96,18.78,2,0.0,0.0,0.46996996996997,2.0
East,Rhode Island,2021-09-12,Office Supplies,Aluminum Screw Posts,45.78,22.89,3,0.0,0.0,0.5,3.0
East,Rhode Island,2021-09-12,Office Supplies,Xerox 209,45.36,21.77,7,0.0,0.0,0.4799382716049383,3.0
East,Rhode Island,2021-10-08,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",42.76,11.12,1,0.0,0.0,0.2600561272217025,3.0
East,Rhode Island,2021-10-17,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,49.96,9.49,2,0.0,0.0,0.1899519615692554,2.0
East,Rhode Island,2021-10-17,Office Supplies,Xerox 1958,12.96,6.22,2,0.0,0.0,0.47993827160493824,2.0
